pokedex_number,name,classfication,type1,type2,generation,is_legendary,ability 1,ability 2,ability 3,ability 4,ability 5,ability 6,height_m,weight_kg,capture_rate,percentage_male,experience_growth,attack,defense,speed,hp,sp_attack,sp_defense,base_egg_steps,base_happiness,base_total,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
330,Flygon,Mystic Pokemon,ground,dragon,3,0,Levitate,,,,,,2,82,45,50,1059860,100,80,100,80,80,80,5120,70,520,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
331,Cacnea,Cactus Pokemon,grass,,3,0,Sand Veil,Water Absorb,,,,,0.4,51.3,190,50,1059860,85,40,35,50,85,40,5120,35,335,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
332,Cacturne,Scarecrow Pokemon,grass,dark,3,0,Sand Veil,Water Absorb,,,,,1.3,77.4,60,50,1059860,115,60,55,70,115,60,5120,35,475,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
333,Swablu,Cotton Bird Pokemon,normal,flying,3,0,Natural Cure,Cloud Nine,,,,,0.4,1.2,255,50,600000,40,60,50,45,40,75,5120,70,310,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
334,Altaria,Humming Pokemon,dragon,flying,3,0,Natural Cure,Cloud Nine,,,,,1.1,20.6,45,50,600000,110,110,80,75,110,105,5120,70,590,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
335,Zangoose,Cat Ferret Pokemon,normal,,3,0,Immunity,Toxic Boost,,,,,1.3,40.3,90,50,600000,115,60,90,73,60,60,5120,70,458,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
336,Seviper,Fang Snake Pokemon,poison,,3,0,Shed Skin,Infiltrator,,,,,2.7,52.5,90,50,1640000,100,60,65,73,100,60,5120,70,458,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
337,Lunatone,Meteorite Pokemon,rock,psychic,3,0,Levitate,,,,,,1,168,45,,800000,55,65,70,90,95,85,6400,70,460,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
338,Solrock,Meteorite Pokemon,rock,psychic,3,0,Levitate,,,,,,1.2,154,45,,800000,95,85,70,90,55,65,6400,70,460,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
339,Barboach,Whiskers Pokemon,water,ground,3,0,Oblivious,Anticipation,Hydration,,,,0.4,1.9,190,50,1000000,48,43,60,50,46,41,5120,70,288,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
340,Whiscash,Whiskers Pokemon,water,ground,3,0,Oblivious,Anticipation,Hydration,,,,0.9,23.6,75,50,1000000,78,73,60,110,76,71,5120,70,468,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
341,Corphish,Ruffian Pokemon,water,,3,0,Hyper Cutter,Shell Armor,Adaptability,,,,0.6,11.5,205,50,1640000,80,65,35,43,50,35,3840,70,308,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
342,Crawdaunt,Rogue Pokemon,water,dark,3,0,Hyper Cutter,Shell Armor,Adaptability,,,,1.1,32.8,155,50,1640000,120,85,55,63,90,55,3840,70,468,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
343,Baltoy,Clay Doll Pokemon,ground,psychic,3,0,Levitate,,,,,,0.5,21.5,255,,1000000,40,55,55,40,40,70,5120,70,300,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
344,Claydol,Clay Doll Pokemon,ground,psychic,3,0,Levitate,,,,,,1.5,108,90,,1000000,70,105,75,60,70,120,5120,70,500,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
345,Lileep,Sea Lily Pokemon,rock,grass,3,0,Suction Cups,Storm Drain,,,,,1,23.8,45,88.1,600000,41,77,23,66,61,87,7680,70,355,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
346,Cradily,Barnacle Pokemon,rock,grass,3,0,Suction Cups,Storm Drain,,,,,1.5,60.4,45,88.1,600000,81,97,43,86,81,107,7680,70,495,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
347,Anorith,Old Shrimp Pokemon,rock,bug,3,0,Battle Armor,Swift Swim,,,,,0.7,12.5,45,88.1,600000,95,50,75,45,40,50,7680,70,355,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
348,Armaldo,Plate Pokemon,rock,bug,3,0,Battle Armor,Swift Swim,,,,,1.5,68.2,45,88.1,600000,125,100,45,75,70,80,7680,70,495,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
349,Feebas,Fish Pokemon,water,,3,0,Swift Swim,Oblivious,Adaptability,,,,0.6,7.4,255,50,600000,15,20,80,20,10,55,5120,70,200,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
350,Milotic,Tender Pokemon,water,,3,0,Marvel Scale,Competitive,Cute Charm,,,,6.2,162,60,50,600000,60,79,81,95,100,125,5120,70,540,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
351,Castform,Weather Pokemon,normal,,3,0,Forecast,,,,,,0.3,0.8,45,50,1000000,70,70,70,70,70,70,6400,70,420,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
352,Kecleon,Color Swap Pokemon,normal,,3,0,Color Change,Protean,,,,,1,22,200,50,1059860,90,70,40,60,60,120,5120,70,440,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
353,Shuppet,Puppet Pokemon,ghost,,3,0,Insomnia,Frisk,Cursed Body,,,,0.6,2.3,225,50,800000,75,35,45,44,63,33,6400,35,295,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
354,Banette,Marionette Pokemon,ghost,,3,0,Insomnia,Frisk,Cursed Body,,,,1.1,12.5,45,50,800000,165,75,75,64,93,83,6400,35,555,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
355,Duskull,Requiem Pokemon,ghost,,3,0,Levitate,Frisk,,,,,0.8,15,190,50,800000,40,90,25,20,30,90,6400,35,295,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
356,Dusclops,Beckon Pokemon,ghost,,3,0,Pressure,Frisk,,,,,1.6,30.6,90,50,800000,70,130,25,40,60,130,6400,35,455,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
357,Tropius,Fruit Pokemon,grass,flying,3,0,Chlorophyll,Solar Power,Harvest,,,,2,100,200,50,1250000,68,83,51,99,72,87,6400,70,460,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
358,Chimecho,Wind Chime Pokemon,psychic,,3,0,Levitate,,,,,,0.6,1,45,50,800000,50,80,65,75,95,90,6400,70,455,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
359,Absol,Disaster Pokemon,dark,,3,0,Pressure,Super Luck,Justified,,,,1.2,47,30,50,1059860,150,60,115,65,115,60,6400,35,565,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
360,Wynaut,Bright Pokemon,psychic,,3,0,Shadow Tag,Telepathy,,,,,0.6,14,125,50,1000000,23,48,23,95,23,48,5120,70,260,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
361,Snorunt,Snow Hat Pokemon,ice,,3,0,Inner Focus,Ice Body,Moody,,,,0.7,16.8,190,50,1000000,50,50,50,50,50,50,5120,70,300,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
362,Glalie,Face Pokemon,ice,,3,0,Inner Focus,Ice Body,Moody,,,,1.5,256.5,75,50,1000000,120,80,100,80,120,80,5120,70,580,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
363,Spheal,Clap Pokemon,ice,water,3,0,Thick Fat,Ice Body,Oblivious,,,,0.8,39.5,255,50,1059860,40,50,25,70,55,50,5120,70,290,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
364,Sealeo,Ball Roll Pokemon,ice,water,3,0,Thick Fat,Ice Body,Oblivious,,,,1.1,87.6,120,50,1059860,60,70,45,90,75,70,5120,70,410,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
365,Walrein,Ice Break Pokemon,ice,water,3,0,Thick Fat,Ice Body,Oblivious,,,,1.4,150.6,45,50,1059860,80,90,65,110,95,90,5120,70,530,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
366,Clamperl,Bivalve Pokemon,water,,3,0,Shell Armor,Rattled,,,,,0.4,52.5,255,50,600000,64,85,32,35,74,55,5120,70,345,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
367,Huntail,Deep Sea Pokemon,water,,3,0,Swift Swim,Water Veil,,,,,1.7,27,60,50,600000,104,105,52,55,94,75,5120,70,485,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
368,Gorebyss,South Sea Pokemon,water,,3,0,Swift Swim,Hydration,,,,,1.8,22.6,60,50,600000,84,105,52,55,114,75,5120,70,485,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
369,Relicanth,Longevity Pokemon,water,rock,3,0,Swift Swim,Rock Head,Sturdy,,,,1,23.4,25,88.1,1250000,90,130,55,100,45,65,10240,70,485,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
370,Luvdisc,Rendezvous Pokemon,water,,3,0,Swift Swim,Hydration,,,,,0.6,8.7,225,24.6,800000,30,55,97,43,40,65,5120,70,330,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
371,Bagon,Rock Head Pokemon,dragon,,3,0,Rock Head,Sheer Force,,,,,0.6,42.1,45,50,1250000,75,60,50,45,40,30,10240,35,300,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
372,Shelgon,Endurance Pokemon,dragon,,3,0,Rock Head,Overcoat,,,,,1.1,110.5,45,50,1250000,95,100,50,65,60,50,10240,35,420,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
373,Salamence,Dragon Pokemon,dragon,flying,3,0,Intimidate,Moxie,,,,,1.5,102.6,45,50,1250000,145,130,120,95,120,90,10240,35,700,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
374,Beldum,Iron Ball Pokemon,steel,psychic,3,0,Clear Body,Light Metal,,,,,0.6,95.2,3,,1250000,55,80,30,40,35,60,10240,35,300,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
375,Metang,Iron Claw Pokemon,steel,psychic,3,0,Clear Body,Light Metal,,,,,1.2,202.5,3,,1250000,75,100,50,60,55,80,10240,35,420,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
376,Metagross,Iron Leg Pokemon,steel,psychic,3,0,Clear Body,Light Metal,,,,,1.6,550,3,,1250000,145,150,110,80,105,110,10240,35,700,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
377,Regirock,Rock Peak Pokemon,rock,,3,1,Clear Body,Sturdy,,,,,1.7,230,3,,1250000,100,200,50,80,50,100,20480,35,580,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
378,Regice,Iceberg Pokemon,ice,,3,1,Clear Body,Ice Body,,,,,1.8,175,3,,1250000,50,100,50,80,100,200,20480,35,580,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
379,Registeel,Iron Pokemon,steel,,3,1,Clear Body,Light Metal,,,,,1.9,205,3,,1250000,75,150,50,80,75,150,20480,35,580,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
380,Latias,Eon Pokemon,dragon,psychic,3,1,Levitate,,,,,,1.4,40,3,0,1250000,100,120,110,80,140,150,30720,90,700,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
381,Latios,Eon Pokemon,dragon,psychic,3,1,Levitate,,,,,,2,60,3,100,1250000,130,100,110,80,160,120,30720,90,700,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
382,Kyogre,Sea Basin Pokemon,water,,3,1,Drizzle,,,,,,4.5,352,3,,1250000,150,90,90,100,180,160,30720,0,770,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
383,Groudon,Continent Pokemon,ground,,3,1,Drought,,,,,,3.5,950,3,,1250000,180,160,90,100,150,90,30720,0,770,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
384,Rayquaza,Sky High Pokemon,dragon,flying,3,1,Air Lock,,,,,,7,206.5,45,,1250000,180,100,115,105,180,100,30720,0,780,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
385,Jirachi,Wish Pokemon,steel,psychic,3,1,Serene Grace,,,,,,0.3,1.1,3,,1250000,100,100,100,100,100,100,30720,100,600,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
386,Deoxys,DNA Pokemon,psychic,,3,1,Pressure,,,,,,1.7,60.8,3,,1250000,95,90,180,50,95,90,30720,0,600,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
387,Turtwig,Tiny Leaf Pokemon,grass,,4,0,Overgrow,Shell Armor,,,,,0.4,10.2,45,88.1,1059860,68,64,31,55,45,55,5120,70,318,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
388,Grotle,Grove Pokemon,grass,,4,0,Overgrow,Shell Armor,,,,,1.1,97,45,88.1,1059860,89,85,36,75,55,65,5120,70,405,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
389,Torterra,Continent Pokemon,grass,ground,4,0,Overgrow,Shell Armor,,,,,2.2,310,45,88.1,1059860,109,105,56,95,75,85,5120,70,525,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
390,Chimchar,Chimp Pokemon,fire,,4,0,Blaze,Iron Fist,,,,,0.5,6.2,45,88.1,1059860,58,44,61,44,58,44,5120,70,309,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
391,Monferno,Playful Pokemon,fire,fighting,4,0,Blaze,Iron Fist,,,,,0.9,22,45,88.1,1059860,78,52,81,64,78,52,5120,70,405,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
392,Infernape,Flame Pokemon,fire,fighting,4,0,Blaze,Iron Fist,,,,,1.2,55,45,88.1,1059860,104,71,108,76,104,71,5120,70,534,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
393,Piplup,Penguin Pokemon,water,,4,0,Torrent,Defiant,,,,,0.4,5.2,45,88.1,1059860,51,53,40,53,61,56,5120,70,314,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
394,Prinplup,Penguin Pokemon,water,,4,0,Torrent,Defiant,,,,,0.8,23,45,88.1,1059860,66,68,50,64,81,76,5120,70,405,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
395,Empoleon,Emperor Pokemon,water,steel,4,0,Torrent,Defiant,,,,,1.7,84.5,45,88.1,1059860,86,88,60,84,111,101,5120,70,530,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5
396,Starly,Starling Pokemon,normal,flying,4,0,Keen Eye,Reckless,,,,,0.3,2,255,50,1059860,55,30,60,40,30,30,3840,70,245,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
397,Staravia,Starling Pokemon,normal,flying,4,0,Intimidate,Reckless,,,,,0.6,15.5,120,50,1059860,75,50,80,55,40,40,3840,70,340,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
398,Staraptor,Predator Pokemon,normal,flying,4,0,Intimidate,Reckless,,,,,1.2,24.9,45,50,1059860,120,70,100,85,50,60,3840,70,485,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
399,Bidoof,Plump Mouse Pokemon,normal,,4,0,Simple,Unaware,Moody,,,,0.5,20,255,50,1000000,45,40,31,59,35,40,3840,70,250,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
400,Bibarel,Beaver Pokemon,normal,water,4,0,Simple,Unaware,Moody,,,,1,31.5,127,50,1000000,85,60,71,79,55,60,3840,70,410,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5
401,Kricketot,Cricket Pokemon,bug,,4,0,Shed Skin,Run Away,,,,,0.3,2.2,255,50,1059860,25,41,25,37,25,41,3840,70,194,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
402,Kricketune,Cricket Pokemon,bug,,4,0,Swarm,Technician,,,,,1,25.5,45,50,1059860,85,51,65,77,55,51,3840,70,384,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
403,Shinx,Flash Pokemon,electric,,4,0,Rivalry,Intimidate,Guts,,,,0.5,9.5,235,50,1059860,65,34,45,45,40,34,5120,70,263,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
404,Luxio,Spark Pokemon,electric,,4,0,Rivalry,Intimidate,Guts,,,,0.9,30.5,120,50,1059860,85,49,60,60,60,49,5120,100,363,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
405,Luxray,Gleam Eyes Pokemon,electric,,4,0,Rivalry,Intimidate,Guts,,,,1.4,42,45,50,1059860,120,79,70,80,95,79,5120,70,523,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
406,Budew,Bud Pokemon,grass,poison,4,0,Natural Cure,Poison Point,Leaf Guard,,,,0.2,1.2,255,50,1059860,30,35,55,40,50,70,5120,70,280,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
407,Roserade,Bouquet Pokemon,grass,poison,4,0,Natural Cure,Poison Point,Technician,,,,0.9,14.5,75,50,1059860,70,65,90,60,125,105,5120,70,515,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
408,Cranidos,Head Butt Pokemon,rock,,4,0,Mold Breaker,Sheer Force,,,,,0.9,31.5,45,88.1,600000,125,40,58,67,30,30,7680,70,350,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
409,Rampardos,Head Butt Pokemon,rock,,4,0,Mold Breaker,Sheer Force,,,,,1.6,102.5,45,88.1,600000,165,60,58,97,65,50,7680,70,495,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
410,Shieldon,Shield Pokemon,rock,steel,4,0,Sturdy,Soundproof,,,,,0.5,57,45,88.1,600000,42,118,30,30,42,88,7680,70,350,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
411,Bastiodon,Shield Pokemon,rock,steel,4,0,Sturdy,Soundproof,,,,,1.3,149.5,45,88.1,600000,52,168,30,60,47,138,7680,70,495,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
412,Burmy,Bagworm Pokemon,bug,,4,0,Shed Skin,Overcoat,,,,,0.2,3.4,120,50,1000000,29,45,36,40,29,45,3840,70,224,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
413,Wormadam,Bagworm Pokemon,bug,grass,4,0,Anticipation,Overcoat,,,,,0.5,6.5,45,0,1000000,69,95,36,60,69,95,3840,70,424,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
414,Mothim,Moth Pokemon,bug,flying,4,0,Swarm,Tinted Lens,,,,,0.9,23.3,45,100,1000000,94,50,66,70,94,50,3840,70,424,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
415,Combee,Tiny Bee Pokemon,bug,flying,4,0,Honey Gather,Hustle,,,,,0.3,5.5,120,88.1,1059860,30,42,70,30,30,42,3840,70,244,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
416,Vespiquen,Beehive Pokemon,bug,flying,4,0,Pressure,Unnerve,,,,,1.2,38.5,45,0,1059860,80,102,40,70,80,102,3840,70,474,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
417,Pachirisu,EleSquirrel Pokemon,electric,,4,0,Run Away,Pickup,Volt Absorb,,,,0.4,3.9,200,50,1000000,45,70,95,60,45,90,2560,100,405,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
418,Buizel,Sea Weasel Pokemon,water,,4,0,Swift Swim,Water Veil,,,,,0.7,29.5,190,50,1000000,65,35,85,55,60,30,5120,70,330,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
419,Floatzel,Sea Weasel Pokemon,water,,4,0,Swift Swim,Water Veil,,,,,1.1,33.5,75,50,1000000,105,55,115,85,85,50,5120,70,495,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
420,Cherubi,Cherry Pokemon,grass,,4,0,Chlorophyll,,,,,,0.4,3.3,190,50,1000000,35,45,35,45,62,53,5120,70,275,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
421,Cherrim,Blossom Pokemon,grass,,4,0,Flower Gift,,,,,,0.5,9.3,75,50,1000000,60,70,85,70,87,78,5120,70,450,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
422,Shellos,Sea Slug Pokemon,water,,4,0,Sticky Hold,Storm Drain,Sand Force,,,,0.3,6.3,190,50,1000000,48,48,34,76,57,62,5120,70,325,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
423,Gastrodon,Sea Slug Pokemon,water,ground,4,0,Sticky Hold,Storm Drain,Sand Force,,,,0.9,29.9,75,50,1000000,83,68,39,111,92,82,5120,70,475,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
424,Ambipom,Long Tail Pokemon,normal,,4,0,Technician,Pickup,Skill Link,,,,1.2,20.3,45,50,800000,100,66,115,75,60,66,5120,100,482,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
425,Drifloon,Balloon Pokemon,ghost,flying,4,0,Aftermath,Unburden,Flare Boost,,,,0.4,1.2,125,50,1640000,50,34,70,90,60,44,7680,70,348,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
426,Drifblim,Blimp Pokemon,ghost,flying,4,0,Aftermath,Unburden,Flare Boost,,,,1.2,15,60,50,1640000,80,44,80,150,90,54,7680,70,498,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1
427,Buneary,Rabbit Pokemon,normal,,4,0,Run Away,Klutz,Limber,,,,0.4,5.5,190,50,1000000,66,44,85,55,44,56,5120,0,350,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
428,Lopunny,Rabbit Pokemon,normal,,4,0,Cute Charm,Klutz,Limber,,,,1.2,33.3,60,50,1000000,136,94,135,65,54,96,5120,140,580,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
429,Mismagius,Magical Pokemon,ghost,,4,0,Levitate,,,,,,0.9,4.4,45,50,800000,60,60,105,60,105,105,6400,35,495,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
430,Honchkrow,Big Boss Pokemon,dark,flying,4,0,Insomnia,Super Luck,Moxie,,,,0.9,27.3,30,50,1059860,125,52,71,100,105,52,5120,35,505,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
431,Glameow,Catty Pokemon,normal,,4,0,Limber,Own Tempo,Keen Eye,,,,0.5,3.9,190,24.6,800000,55,42,85,49,42,37,5120,70,310,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
432,Purugly,Tiger Cat Pokemon,normal,,4,0,Thick Fat,Own Tempo,Defiant,,,,1,43.8,75,24.6,800000,82,64,112,71,64,59,5120,70,452,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
433,Chingling,Bell Pokemon,psychic,,4,0,Levitate,,,,,,0.2,0.6,120,50,800000,30,50,45,45,65,50,6400,70,285,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
434,Stunky,Skunk Pokemon,poison,dark,4,0,Stench,Aftermath,Keen Eye,,,,0.4,19.2,225,50,1000000,63,47,74,63,41,41,5120,70,329,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
435,Skuntank,Skunk Pokemon,poison,dark,4,0,Stench,Aftermath,Keen Eye,,,,1,38,60,50,1000000,93,67,84,103,71,61,5120,70,479,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1
436,Bronzor,Bronze Pokemon,steel,psychic,4,0,Levitate,Heatproof,Heavy Metal,,,,0.5,60.5,255,,1000000,24,86,23,57,24,86,5120,70,300,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
437,Bronzong,Bronze Bell Pokemon,steel,psychic,4,0,Levitate,Heatproof,Heavy Metal,,,,1.3,187,90,,1000000,89,116,33,67,79,116,5120,70,500,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
438,Bonsly,Bonsai Pokemon,rock,,4,0,Sturdy,Rock Head,Rattled,,,,0.5,15,255,50,1000000,80,95,10,50,10,45,5120,70,290,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
439,Mime Jr.,Mime Pokemon,psychic,fairy,4,0,Soundproof,Filter,Technician,,,,0.6,13,145,50,1000000,25,45,60,20,70,90,6400,70,310,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
440,Happiny,Playhouse Pokemon,normal,,4,0,Natural Cure,Serene Grace,Friend Guard,,,,0.6,24.4,130,0,800000,5,5,30,100,15,65,10240,140,220,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
441,Chatot,Music Note Pokemon,normal,flying,4,0,Keen Eye,Tangled Feet,Big Pecks,,,,0.5,1.9,30,50,1059860,65,45,91,76,92,42,5120,35,411,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
442,Spiritomb,Forbidden Pokemon,ghost,dark,4,0,Pressure,Infiltrator,,,,,1,108,100,50,1000000,92,108,35,50,92,108,7680,70,485,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
